"msg_timestamp","mmsi","latitude","longitude","speed","course","heading","collection_type","ship_type","stratum_hour"
"2024-01-24T02:11:56+00:00",413815942,32.0194166666667,120.79268,6,114.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:21+00:00",477154700,36.354125,-7.67859166666667,10.3,288.3,290,"dynamic_classA","Cargo",2
"2024-01-24T02:12:09+00:00",413877016,31.93974,120.182593333333,0,24.2,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:55+00:00",413821946,31.9314466666667,120.1534,6.3,103.6,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:52+00:00",413799072,32.0593583333333,120.441965,4.8,239.6,239,"dynamic_classB","Cargo",2
"2024-01-24T02:11:59+00:00",413793121,31.94377,120.192198333333,5.8,272.6,272,"dynamic_classB","Cargo",2
"2024-01-24T02:11:58+00:00",413779337,31.471915,121.420748333333,0,360,511,"dynamic_classA","Cargo",2
"2024-01-24T02:12:12+00:00",271002108,40.8552383333333,29.2677483333333,0,0,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:31+00:00",413901342,22.3498983333333,114.001991666667,4.7,87.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:30+00:00",413976271,32.1916133333333,118.867403333333,0.1,174.7,174,"dynamic_classB","Cargo",2
"2024-01-24T02:12:17+00:00",413792688,31.924265,120.158778333333,0,360,511,"dynamic_classA","Cargo",2
"2024-01-24T02:12:20+00:00",413834876,31.6682433333333,121.192693333333,3.3,137.6,137,"dynamic_classB","Cargo",2
"2024-01-24T02:11:50+00:00",413858786,32.1955333333333,118.8634,0,126.2,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:17+00:00",413869387,31.51055,121.409333333333,7.1,302.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:29+00:00",413769688,31.92726,120.19008,5.4,93.5,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:35+00:00",563068140,1.27011833333333,103.855041666667,0.1,161.1,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:32+00:00",563064060,1.27219,103.867781666667,16.8,238.3,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:56+00:00",413788381,31.66732,121.207573333333,6.1,309.5,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:51+00:00",413841222,32.0527616666667,119.93216,6.7,155.7,155,"dynamic_classB","Cargo",2
"2024-01-24T02:12:02+00:00",412208780,1.06787666666667,103.5992,4.9,119.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:04+00:00",413823449,31.9479766666667,120.209893333333,0,53,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:07+00:00",422100500,25.3635366666667,55.2394216666667,0.2,80.3,80,"dynamic_classB","Cargo",2
"2024-01-24T02:12:18+00:00",563068140,1.27008833333333,103.855065,0.3,156.5,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:53+00:00",563068140,1.27007833333333,103.855061666667,0.2,161.1,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:57+00:00",422117720,25.3605966666667,55.237035,0,187.6,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:02+00:00",413767807,31.94176,120.200733333333,2.2,304.8,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:00+00:00",244780851,52.3909366666667,4.88657166666667,0,172.8,511,"dynamic_classA","Cargo",2
"2024-01-24T02:11:55+00:00",413817524,31.5413466666667,121.358608333333,6.5,320.3,320,"dynamic_classB","Cargo",2
